"SAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal income (Millions of dollars) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State or DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
8000,Colorado,75599.1,81812.1,87983.8,95648.8,103235.8,111207.8,123101.2,133020.5,147924.9,154999.8,155404.1,158210.9,164106,175273,189475.6,201875.5,208738,198800.2,205372.4,223153.2,237141.5,249281.6,271307.5,284233.9,289580.6,310754.5,332942.6
Legend / Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note-- All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: September 24, 2019-- revised statistics for 1998-2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
